Order_ID,Order_Number,Order_Date,Customer_ID,Customer_Name,Gender,City,State,Brand,Product_Name,Size,Color,Quantity,MRP,Discount_Percent,Selling_Price,Shipping_Amount,GST_Amount,Total_Amount,Product_Cost,Profit,Payment_Method,Order_Status,Delivery_Date,Sales_Channel
MYN100253,ORD20250253,2026-02-20 00:00:00,CUST52056,Yash Malhotra,Home,Mumbai,Maharashtra,Roadster,Bedsheets,XS,Yellow,3,549,20,439.2,0,237.17,1554.77,1039.74,277.86,Wallet,Delivered,2026-02-23 00:00:00,App
MYN100254,ORD20250254,2026-03-05 00:00:00,CUST53949,Varun Bansal,Women,Ahmedabad,Gujarat,Anouk,Dresses,S,Blue,3,5617,15,4774.45,0,2578.2,16901.55,11051.35,3272,Credit Card,Delivered,2026-03-09 00:00:00,Website
MYN100255,ORD20250255,2025-03-23 00:00:00,CUST12382,Meera Pillai,Women,Delhi,Delhi,Puma,Kurtas,XL,Blue,1,3705,0,3705,0,666.9,4371.9,3019.8,685.2,Debit Card,Delivered,2025-03-26 00:00:00,Mobile Web
MYN100256,ORD20250256,2025-04-06 00:00:00,CUST43665,Ishita Oberoi,Women,Delhi,Delhi,WROGN,Dresses,XS,White,3,5925,15,5036.25,0,2719.58,17828.33,10988.85,4119.9,Net Banking,Delivered,2025-04-10 00:00:00,Mobile Web
MYN100257,ORD20250257,2026-04-25 00:00:00,CUST54386,Yash Goyal,Men,Ahmedabad,Gujarat,Puma,Trousers,M,Beige,4,548,20,438.4,0,315.65,2069.25,1320.41,433.19,Cash on Delivery,Processing,2026-04-28 00:00:00,App
MYN100258,ORD20250258,2026-07-30 00:00:00,CUST54516,Aarav Iyer,Women,Jaipur,Rajasthan,Maybelline,Heels,XXL,Pink,3,2747,10,2472.3,0,1335.04,8751.94,5275.14,2141.76,Debit Card,Cancelled,2026-08-02 00:00:00,App
MYN100259,ORD20250259,2026-05-29 00:00:00,CUST14886,Akash Dubey,Men,Indore,Madhya Pradesh,HRX,Jeans,XXL,Black,3,948,20,758.4,0,409.54,2684.74,1594.1,681.1,Wallet,Delivered,2026-06-01 00:00:00,Website
MYN100260,ORD20250260,2025-06-05 00:00:00,CUST76458,Riya Saxena,Women,Nashik,Maharashtra,Anouk,Dresses,Free Size,Pink,2,3592,10,3232.8,0,1163.81,7629.41,4026.57,2439.03,Credit Card,Shipped,2025-06-11 00:00:00,Mobile Web
MYN100261,ORD20250261,2025-12-06 00:00:00,CUST39063,Pooja Arora,Beauty,Chennai,Tamil Nadu,Allen Solly,Moisturizer,XL,Pink,4,3233,10,2909.7,0,2094.98,13733.78,8832.56,2806.24,Wallet,Delivered,2025-12-11 00:00:00,App
MYN100262,ORD20250262,2025-08-05 00:00:00,CUST26103,Nikhil Nair,Beauty,Bengaluru,Karnataka,Fastrack,Lipstick,XL,Pink,2,3174,0,3174,0,1142.64,7490.64,4834.75,1513.25,Credit Card,Cancelled,2025-08-12 00:00:00,Website
MYN100263,ORD20250263,2025-04-01 00:00:00,CUST47228,Aarav Goyal,Kids,Hyderabad,Telangana,Anouk,Kids T-Shirts,Free Size,Black,4,3034,30,2123.8,0,1529.14,10024.34,5421.57,3073.63,Debit Card,Cancelled,2025-04-07 00:00:00,Mobile Web
MYN100264,ORD20250264,2026-02-19 00:00:00,CUST62656,Meera Mishra,Women,Lucknow,Uttar Pradesh,Anouk,Dresses,Free Size,Blue,3,4902,20,3921.6,0,2117.66,13882.46,6520.65,5244.15,Debit Card,Cancelled,2026-02-26 00:00:00,App
MYN100265,ORD20250265,2025-03-15 00:00:00,CUST94178,Riya Shah,Beauty,Ahmedabad,Gujarat,Mast & Harbour,Perfume,M,White,3,366,50,183,79,98.82,726.82,367.51,181.49,Cash on Delivery,Delivered,2025-03-21 00:00:00,App
MYN100266,ORD20250266,2026-04-13 00:00:00,CUST24026,Rohit Chopra,Women,Bengaluru,Karnataka,Mast & Harbour,Handbags,M,Beige,2,3126,20,2500.8,0,900.29,5901.89,3837.19,1164.41,Wallet,Shipped,2026-04-20 00:00:00,Website
MYN100267,ORD20250267,2025-07-01 00:00:00,CUST74575,Sahil Rathore,Men,Indore,Madhya Pradesh,HERE&NOW,Jeans,L,Black,3,4015,0,4015,0,2168.1,14213.1,8891.94,3153.06,Cash on Delivery,Delivered,2025-07-04 00:00:00,Website
MYN100268,ORD20250268,2025-02-12 00:00:00,CUST14627,Yash Chatterjee,Women,Pune,Maharashtra,Maybelline,Kurtas,M,Grey,1,3774,25,2830.5,0,509.49,3339.99,2022.73,807.77,Credit Card,Delivered,2025-02-17 00:00:00,Website
MYN100269,ORD20250269,2025-05-30 00:00:00,CUST99049,Nikhil Menon,Beauty,Mumbai,Maharashtra,HERE&NOW,Perfume,L,Red,2,3088,20,2470.4,0,889.34,5830.14,3495.43,1445.37,Wallet,Delivered,2025-06-04 00:00:00,Website
MYN100270,ORD20250270,2026-05-26 00:00:00,CUST52788,Ananya Mehta,Women,Kolkata,West Bengal,H&M,Handbags,XS,Beige,3,1242,15,1055.7,0,570.08,3737.18,1986.91,1180.19,UPI,Returned,2026-05-28 00:00:00,Mobile Web
MYN100271,ORD20250271,2025-12-16 00:00:00,CUST44314,Rohit Pawar,Beauty,Chennai,Tamil Nadu,Levis,Moisturizer,S,Beige,1,5727,50,2863.5,0,515.43,3378.93,2092.4,771.1,Cash on Delivery,Delivered,2025-12-22 00:00:00,Website
MYN100272,ORD20250272,2025-03-25 00:00:00,CUST36616,Muskan Bhatt,Men,Hyderabad,Telangana,HRX,Trousers,L,Grey,4,3074,5,2920.3,0,2102.62,13783.82,7807.52,3873.68,Debit Card,Returned,2025-03-29 00:00:00,Website
MYN100273,ORD20250273,2025-01-13 00:00:00,CUST21349,Kavya Kapoor,Women,Kolkata,West Bengal,Lakme,Handbags,Free Size,White,4,1382,30,967.4,0,696.53,4566.13,2499.52,1370.08,Wallet,Delivered,2025-01-18 00:00:00,Mobile Web
MYN100274,ORD20250274,2025-04-06 00:00:00,CUST55541,Neha Pawar,Home,Hyderabad,Telangana,WROGN,Bath Towels,XXL,Grey,3,4012,30,2808.4,0,1516.54,9941.74,5915.5,2509.7,Debit Card,Delivered,2025-04-13 00:00:00,Website
MYN100275,ORD20250275,2025-03-30 00:00:00,CUST55991,Meera Mishra,Beauty,Jaipur,Rajasthan,WROGN,Face Wash,Free Size,Beige,1,5219,25,3914.25,0,704.56,4618.81,2595.24,1319.01,Net Banking,Shipped,2025-04-02 00:00:00,App
MYN100276,ORD20250276,2026-03-04 00:00:00,CUST72790,Nikhil Nair,Beauty,Lucknow,Uttar Pradesh,Adidas,Moisturizer,M,White,1,5500,20,4400,0,792,5192,3005.17,1394.83,Cash on Delivery,Cancelled,2026-03-11 00:00:00,Mobile Web
MYN100277,ORD20250277,2025-07-07 00:00:00,CUST30789,Arjun Shah,Beauty,Mumbai,Maharashtra,Maybelline,Shampoo,L,Beige,3,2331,5,2214.45,0,1195.8,7839.15,4974.44,1668.91,UPI,Cancelled,2025-07-10 00:00:00,App
MYN100278,ORD20250278,2025-08-25 00:00:00,CUST18597,Varun Yadav,Kids,Hyderabad,Telangana,Fastrack,Kids Dresses,Free Size,Grey,3,518,5,492.1,0,265.73,1742.03,899.14,577.16,Wallet,Cancelled,2025-09-01 00:00:00,App
MYN100279,ORD20250279,2025-09-12 00:00:00,CUST29800,Isha Arora,Beauty,Nashik,Maharashtra,Adidas,Lipstick,Free Size,Green,3,997,15,847.45,0,457.62,2999.97,1978.41,563.94,Credit Card,Delivered,2025-09-18 00:00:00,Mobile Web
MYN100280,ORD20250280,2025-09-30 00:00:00,CUST81386,Pooja Pandey,Women,Jaipur,Rajasthan,Maybelline,Tops,XXL,Grey,1,574,15,487.9,49,87.82,624.72,303.3,184.6,Debit Card,Delivered,2025-10-03 00:00:00,Website
MYN100281,ORD20250281,2025-01-02 00:00:00,CUST84640,Akash Kulkarni,Beauty,Bengaluru,Karnataka,WROGN,Shampoo,XL,White,1,1819,25,1364.25,0,245.56,1609.81,807.24,557.01,Net Banking,Delivered,2025-01-09 00:00:00,Website
MYN100282,ORD20250282,2025-05-23 00:00:00,CUST88388,Dev Bose,Beauty,Bengaluru,Karnataka,H&M,Shampoo,L,Black,4,1946,15,1654.1,0,1190.95,7807.35,4044.08,2572.32,UPI,Delivered,2025-05-25 00:00:00,App
MYN100283,ORD20250283,2026-04-26 00:00:00,CUST64200,Naina Jain,Beauty,Nashik,Maharashtra,Levis,Face Wash,M,Black,4,5516,10,4964.4,0,3574.37,23431.97,11187.69,8669.91,Debit Card,Delivered,2026-05-02 00:00:00,Website
MYN100284,ORD20250284,2026-02-28 00:00:00,CUST35068,Manav Bansal,Women,Lucknow,Uttar Pradesh,WROGN,Dresses,XXL,Grey,1,1803,10,1622.7,0,292.09,1914.79,1267.74,354.96,UPI,Delivered,2026-03-07 00:00:00,App
MYN100285,ORD20250285,2025-09-30 00:00:00,CUST71413,Ananya Gupta,Men,Mumbai,Maharashtra,Puma,Jeans,XXL,Beige,3,3519,50,1759.5,0,950.13,6228.63,2962.32,2316.18,Net Banking,Shipped,2025-10-07 00:00:00,Mobile Web
MYN100286,ORD20250286,2025-04-15 00:00:00,CUST81762,Riya Jain,Women,Mumbai,Maharashtra,Adidas,Heels,L,Blue,4,4046,50,2023,0,1456.56,9548.56,5932.17,2159.83,Wallet,Shipped,2025-04-20 00:00:00,Mobile Web
MYN100287,ORD20250287,2026-01-05 00:00:00,CUST71576,Karan Jain,Beauty,Kolkata,West Bengal,HRX,Perfume,L,Grey,4,2955,40,1773,0,1276.56,8368.56,5698.63,1393.37,Wallet,Delivered,2026-01-10 00:00:00,App
MYN100288,ORD20250288,2025-12-26 00:00:00,CUST79783,Mansi Rawat,Women,Jaipur,Rajasthan,Mast & Harbour,Sarees,M,Black,2,3266,20,2612.8,0,940.61,6166.21,4150.63,1074.97,Debit Card,Delivered,2025-12-29 00:00:00,App
MYN100289,ORD20250289,2025-03-28 00:00:00,CUST36177,Mansi Chopra,Kids,Pune,Maharashtra,Fastrack,Kids Dresses,S,Green,4,2697,15,2292.45,0,1650.56,10820.36,7294.37,1875.43,UPI,Delivered,2025-03-30 00:00:00,App
MYN100290,ORD20250290,2025-10-29 00:00:00,CUST35464,Sneha Arora,Beauty,Mumbai,Maharashtra,Lakme,Shampoo,XL,Pink,3,5278,10,4750.2,0,2565.11,16815.71,11492.72,2757.88,UPI,Delivered,2025-10-31 00:00:00,Mobile Web
MYN100291,ORD20250291,2025-07-11 00:00:00,CUST20377,Meera Chauhan,Women,Pune,Maharashtra,H&M,Tops,L,Black,2,5055,30,3538.5,0,1273.86,8350.86,4891.97,2185.03,Debit Card,Delivered,2025-07-15 00:00:00,App
MYN100292,ORD20250292,2025-07-16 00:00:00,CUST34000,Abhishek Joshi,Beauty,Bengaluru,Karnataka,Maybelline,Perfume,L,Blue,3,609,15,517.65,0,279.53,1832.48,1265.27,287.68,Wallet,Cancelled,2025-07-18 00:00:00,Mobile Web
MYN100293,ORD20250293,2026-03-14 00:00:00,CUST51574,Mohit Dubey,Women,Jaipur,Rajasthan,WROGN,Tops,XL,Grey,3,3063,20,2450.4,0,1323.22,8674.42,5157.15,2194.05,Credit Card,Returned,2026-03-19 00:00:00,Mobile Web
MYN100294,ORD20250294,2025-07-10 00:00:00,CUST30884,Riya Deshmukh,Men,Mumbai,Maharashtra,Levis,T-Shirts,XXL,Pink,1,5857,10,5271.3,0,948.83,6220.13,3773.05,1498.25,Debit Card,Delivered,2025-07-13 00:00:00,App
MYN100295,ORD20250295,2026-08-13 00:00:00,CUST82045,Harsh Bhatia,Beauty,Hyderabad,Telangana,Roadster,Face Wash,XL,Pink,2,2948,5,2800.6,0,1008.22,6609.42,3786.45,1814.75,Net Banking,Cancelled,2026-08-19 00:00:00,Mobile Web
MYN100296,ORD20250296,2026-02-11 00:00:00,CUST34366,Manav Joshi,Beauty,Nashik,Maharashtra,Puma,Shampoo,S,Red,2,1382,5,1312.9,0,472.64,3098.44,1498.47,1127.33,Wallet,Shipped,2026-02-13 00:00:00,Website
MYN100297,ORD20250297,2026-07-10 00:00:00,CUST25086,Shreya Pawar,Kids,Delhi,Delhi,HRX,Kids Dresses,XS,Blue,1,5667,25,4250.25,0,765.04,5015.29,2594.67,1655.58,Debit Card,Processing,2026-07-14 00:00:00,Mobile Web
MYN100298,ORD20250298,2025-03-06 00:00:00,CUST71381,Mohit Menon,Women,Kolkata,West Bengal,Puma,Tops,XXL,Green,3,5735,15,4874.75,0,2632.36,17256.61,9051.55,5572.7,Wallet,Delivered,2025-03-10 00:00:00,Mobile Web
MYN100299,ORD20250299,2025-05-16 00:00:00,CUST13558,Ishita Verma,Men,Jaipur,Rajasthan,DressBerry,Watches,Free Size,Grey,2,1606,20,1284.8,0,462.53,3032.13,1799.75,769.85,Cash on Delivery,Delivered,2025-05-20 00:00:00,Mobile Web
MYN100300,ORD20250300,2026-02-27 00:00:00,CUST50317,Karan Malhotra,Women,Nashik,Maharashtra,Nike,Handbags,XL,Pink,2,3144,25,2358,0,848.88,5564.88,2648.62,2067.38,Credit Card,Delivered,2026-03-04 00:00:00,App
MYN100301,ORD20250301,2026-04-02 00:00:00,CUST78207,Harsh Oberoi,Women,Chennai,Tamil Nadu,Maybelline,Tops,M,Blue,2,2352,10,2116.8,0,762.05,4995.65,2613.68,1619.92,Credit Card,Cancelled,2026-04-08 00:00:00,Mobile Web
MYN100302,ORD20250302,2026-05-19 00:00:00,CUST93136,Tanvi Iyer,Kids,Delhi,Delhi,DressBerry,Kids Jeans,XXL,Beige,1,3195,25,2396.25,0,431.32,2827.57,1872.53,523.72,Debit Card,Delivered,2026-05-26 00:00:00,App
MYN100303,ORD20250303,2025-09-08 00:00:00,CUST88537,Kavya Nair,Home,Indore,Madhya Pradesh,Nike,Wall Decor,XL,Green,1,2422,20,1937.6,0,348.77,2286.37,1291.15,646.45,Cash on Delivery,Delivered,2025-09-10 00:00:00,Mobile Web
MYN100304,ORD20250304,2026-05-09 00:00:00,CUST16782,Muskan Tiwari,Women,Kolkata,West Bengal,HRX,Tops,XS,Blue,2,2714,15,2306.9,0,830.48,5444.28,3656.21,957.59,Cash on Delivery,Delivered,2026-05-12 00:00:00,Website
MYN100305,ORD20250305,2026-07-30 00:00:00,CUST55865,Mohit Nair,Men,Bengaluru,Karnataka,H&M,Jeans,XXL,Black,1,5079,15,4317.15,0,777.09,5094.24,2644.25,1672.9,Debit Card,Returned,2026-08-02 00:00:00,Website
MYN100306,ORD20250306,2025-10-25 00:00:00,CUST74486,Priya Pillai,Beauty,Hyderabad,Telangana,Adidas,Lipstick,S,Grey,3,5347,25,4010.25,0,2165.54,14196.29,7422.08,4608.67,Wallet,Delivered,2025-10-30 00:00:00,Mobile Web
MYN100307,ORD20250307,2026-06-04 00:00:00,CUST62003,Arjun Kapoor,Men,Lucknow,Uttar Pradesh,Maybelline,Trousers,XL,Green,1,315,10,283.5,99,51.03,433.53,175.78,107.72,Wallet,Delivered,2026-06-10 00:00:00,Mobile Web
MYN100308,ORD20250308,2025-08-16 00:00:00,CUST22748,Abhishek Saxena,Men,Delhi,Delhi,WROGN,Shirts,XL,Green,1,3494,25,2620.5,0,471.69,3092.19,1677.88,942.62,Debit Card,Delivered,2025-08-23 00:00:00,Mobile Web
MYN100309,ORD20250309,2025-05-26 00:00:00,CUST26428,Sahil Kapoor,Men,Hyderabad,Telangana,Nike,Trousers,Free Size,White,2,5225,15,4441.25,0,1598.85,10481.35,5186.52,3695.98,Net Banking,Cancelled,2025-06-01 00:00:00,Mobile Web
MYN100310,ORD20250310,2026-07-04 00:00:00,CUST73928,Karan Das,Kids,Hyderabad,Telangana,DressBerry,Kids T-Shirts,XS,Red,4,990,30,693,0,498.96,3270.96,1615.99,1156.01,Credit Card,Cancelled,2026-07-11 00:00:00,Website
MYN100311,ORD20250311,2025-05-15 00:00:00,CUST87986,Kriti Pillai,Men,Bengaluru,Karnataka,H&M,Watches,XL,Blue,1,576,25,432,99,77.76,608.76,247.07,184.93,Net Banking,Returned,2025-05-20 00:00:00,Website
MYN100312,ORD20250312,2025-10-29 00:00:00,CUST41831,Akash Khan,Women,Pune,Maharashtra,HRX,Sarees,M,Beige,4,2662,25,1996.5,0,1437.48,9423.48,6226.33,1759.67,Net Banking,Delivered,2025-11-04 00:00:00,Mobile Web
MYN100313,ORD20250313,2025-06-30 00:00:00,CUST58899,Simran Tiwari,Men,Mumbai,Maharashtra,Levis,Shirts,S,Grey,1,4341,50,2170.5,0,390.69,2561.19,1575.92,594.58,Credit Card,Processing,2025-07-03 00:00:00,Mobile Web
MYN100314,ORD20250314,2025-11-12 00:00:00,CUST66997,Tanvi Desai,Home,Nashik,Maharashtra,Levis,Wall Decor,XL,Grey,2,2836,30,1985.2,0,714.67,4685.07,2830.3,1140.1,UPI,Delivered,2025-11-19 00:00:00,App
MYN100315,ORD20250315,2025-12-29 00:00:00,CUST53169,Nikhil Roy,Kids,Bengaluru,Karnataka,Adidas,Kids Dresses,XS,White,2,1568,5,1489.6,0,536.26,3515.46,1736.7,1242.5,Cash on Delivery,Processing,2026-01-02 00:00:00,App
MYN100316,ORD20250316,2025-11-17 00:00:00,CUST73477,Sneha Joshi,Women,Ahmedabad,Gujarat,Adidas,Kurtas,Free Size,Yellow,3,4108,30,2875.6,0,1552.82,10179.62,6215.36,2411.44,Wallet,Delivered,2025-11-21 00:00:00,Website
MYN100317,ORD20250317,2025-05-08 00:00:00,CUST16135,Isha Tripathi,Men,Indore,Madhya Pradesh,HERE&NOW,Trousers,L,Red,1,2471,0,2471,0,444.78,2915.78,1405.35,1065.65,Wallet,Delivered,2025-05-11 00:00:00,Website
MYN100318,ORD20250318,2026-06-14 00:00:00,CUST67823,Mohit Chauhan,Beauty,Kolkata,West Bengal,DressBerry,Shampoo,L,Green,1,3075,15,2613.75,0,470.48,3084.23,1917.19,696.56,Debit Card,Delivered,2026-06-21 00:00:00,Website
MYN100319,ORD20250319,2026-07-12 00:00:00,CUST40005,Diya Shetty,Women,Indore,Madhya Pradesh,Anouk,Heels,XL,Red,3,1210,40,726,0,392.04,2570.04,1525.2,652.8,Debit Card,Returned,2026-07-17 00:00:00,Website
MYN100320,ORD20250320,2025-09-08 00:00:00,CUST58924,Sakshi Roy,Men,Nashik,Maharashtra,HERE&NOW,T-Shirts,Free Size,Yellow,2,1083,20,866.4,0,311.9,2044.7,959.07,773.73,Wallet,Delivered,2025-09-13 00:00:00,Website
MYN100321,ORD20250321,2026-08-10 00:00:00,CUST59052,Yash Goyal,Women,Ahmedabad,Gujarat,H&M,Tops,S,Blue,4,1569,20,1255.2,0,903.74,5924.54,2892.45,2128.35,Cash on Delivery,Delivered,2026-08-17 00:00:00,Website
MYN100322,ORD20250322,2025-04-22 00:00:00,CUST57291,Riya Nair,Women,Mumbai,Maharashtra,HERE&NOW,Sarees,XL,Red,2,5100,25,3825,0,1377,9027,5430.9,2219.1,Net Banking,Delivered,2025-04-26 00:00:00,App
MYN100323,ORD20250323,2026-04-21 00:00:00,CUST71269,Kriti Naik,Beauty,Nashik,Maharashtra,Anouk,Lipstick,L,Grey,4,469,10,422.1,0,303.91,1992.31,1278.5,409.9,Credit Card,Delivered,2026-04-26 00:00:00,Website
MYN100324,ORD20250324,2026-07-05 00:00:00,CUST22254,Meera Khan,Men,Lucknow,Uttar Pradesh,WROGN,Shirts,XXL,Pink,4,1222,25,916.5,0,659.88,4325.88,2072.75,1593.25,Credit Card,Shipped,2026-07-09 00:00:00,Mobile Web
MYN100325,ORD20250325,2025-08-20 00:00:00,CUST93886,Priya Agarwal,Men,Delhi,Delhi,Lakme,Watches,Free Size,Beige,4,5136,20,4108.8,0,2958.34,19393.54,13023.95,3411.25,Net Banking,Delivered,2025-08-24 00:00:00,App
MYN100326,ORD20250326,2025-09-26 00:00:00,CUST46405,Kriti Shah,Kids,Indore,Madhya Pradesh,Lakme,Kids Dresses,L,Pink,2,3933,40,2359.8,0,849.53,5569.13,3529.06,1190.54,Cash on Delivery,Cancelled,2025-09-28 00:00:00,Mobile Web
MYN100327,ORD20250327,2026-05-13 00:00:00,CUST67656,Manav Menon,Home,Jaipur,Rajasthan,Lakme,Wall Decor,XS,Pink,1,2869,15,2438.65,0,438.96,2877.61,1506.45,932.2,Net Banking,Delivered,2026-05-18 00:00:00,Mobile Web
MYN100328,ORD20250328,2026-02-18 00:00:00,CUST24414,Sahil Naik,Men,Nashik,Maharashtra,Lakme,Watches,XS,Blue,3,1096,20,876.8,0,473.47,3103.87,1767.55,862.85,Wallet,Delivered,2026-02-23 00:00:00,Website
MYN100329,ORD20250329,2026-05-05 00:00:00,CUST41728,Simran Das,Women,Hyderabad,Telangana,Allen Solly,Handbags,S,Yellow,4,542,15,460.7,0,331.7,2174.5,1418.41,424.39,Net Banking,Delivered,2026-05-12 00:00:00,Website
MYN100330,ORD20250330,2026-05-17 00:00:00,CUST20310,Sahil Nair,Women,Mumbai,Maharashtra,Roadster,Tops,XS,Blue,1,1510,5,1434.5,0,258.21,1692.71,1029.1,405.4,Net Banking,Delivered,2026-05-20 00:00:00,Mobile Web
MYN100331,ORD20250331,2026-05-23 00:00:00,CUST84286,Aarav Oberoi,Women,Lucknow,Uttar Pradesh,H&M,Tops,XL,Black,1,5701,20,4560.8,0,820.94,5381.74,2996.47,1564.33,Wallet,Delivered,2026-05-29 00:00:00,Website
MYN100332,ORD20250332,2025-03-31 00:00:00,CUST83984,Tanvi Khan,Women,Hyderabad,Telangana,DressBerry,Kurtas,S,Beige,2,5484,20,4387.2,0,1579.39,10353.79,5678.3,3096.1,Credit Card,Delivered,2025-04-06 00:00:00,App
MYN100333,ORD20250333,2025-12-23 00:00:00,CUST77616,Akash Pandey,Women,Kolkata,West Bengal,Puma,Tops,XL,Pink,2,2944,20,2355.2,0,847.87,5558.27,3329.19,1381.21,Wallet,Shipped,2025-12-30 00:00:00,Mobile Web
MYN100334,ORD20250334,2025-09-28 00:00:00,CUST13956,Shreya Pillai,Women,Indore,Madhya Pradesh,HERE&NOW,Heels,S,Blue,3,2081,10,1872.9,0,1011.37,6630.07,3290.81,2327.89,Debit Card,Shipped,2025-10-01 00:00:00,Website
MYN100335,ORD20250335,2025-01-22 00:00:00,CUST94101,Aditya Tripathi,Women,Mumbai,Maharashtra,Adidas,Handbags,XS,Beige,4,4974,10,4476.6,0,3223.15,21129.55,11555.68,6350.72,UPI,Cancelled,2025-01-25 00:00:00,App
MYN100336,ORD20250336,2026-03-05 00:00:00,CUST94694,Varun Dubey,Women,Indore,Madhya Pradesh,WROGN,Heels,S,Green,3,522,10,469.8,0,253.69,1663.09,957.19,452.21,Debit Card,Delivered,2026-03-12 00:00:00,Website
MYN100337,ORD20250337,2025-12-14 00:00:00,CUST21781,Tanvi Pandey,Women,Chennai,Tamil Nadu,Fastrack,Sarees,XL,Blue,3,1223,0,1223,0,660.42,4329.42,2200.68,1468.32,Debit Card,Delivered,2025-12-20 00:00:00,Mobile Web
MYN100338,ORD20250338,2025-07-14 00:00:00,CUST66652,Sakshi Jain,Men,Bengaluru,Karnataka,Mast & Harbour,Trousers,XS,Beige,3,4845,0,4845,0,2616.3,17151.3,10036.73,4498.27,Wallet,Delivered,2025-07-16 00:00:00,Website
MYN100339,ORD20250339,2026-01-04 00:00:00,CUST36299,Diya Rathore,Men,Indore,Madhya Pradesh,HERE&NOW,T-Shirts,XXL,Yellow,2,2612,40,1567.2,0,564.19,3698.59,2108.37,1026.03,Cash on Delivery,Returned,2026-01-06 00:00:00,App
MYN100340,ORD20250340,2025-11-11 00:00:00,CUST28610,Yash More,Men,Bengaluru,Karnataka,Fastrack,Watches,M,Yellow,2,1749,0,1749,0,629.64,4127.64,2284.82,1213.18,Cash on Delivery,Delivered,2025-11-16 00:00:00,App
MYN100341,ORD20250341,2026-05-02 00:00:00,CUST50644,Sahil Desai,Men,Nashik,Maharashtra,HRX,T-Shirts,L,Pink,4,3268,20,2614.4,0,1882.37,12339.97,8471.21,1986.39,Credit Card,Delivered,2026-05-09 00:00:00,Mobile Web
MYN100342,ORD20250342,2025-04-21 00:00:00,CUST31650,Shreya Deshmukh,Men,Pune,Maharashtra,WROGN,Shirts,Free Size,Green,3,4569,40,2741.4,0,1480.36,9704.56,5493.8,2730.4,Credit Card,Shipped,2025-04-23 00:00:00,Website
MYN100343,ORD20250343,2026-03-16 00:00:00,CUST65371,Manav Kamble,Home,Kolkata,West Bengal,Levis,Bedsheets,L,Black,3,2579,20,2063.2,0,1114.13,7303.73,5039.07,1150.53,Debit Card,Delivered,2026-03-23 00:00:00,Mobile Web
MYN100344,ORD20250344,2025-12-09 00:00:00,CUST98603,Naina Dubey,Men,Bengaluru,Karnataka,Roadster,Watches,L,Grey,4,425,15,361.25,0,260.1,1705.1,1058.4,386.6,Cash on Delivery,Returned,2025-12-14 00:00:00,Mobile Web
MYN100345,ORD20250345,2025-03-05 00:00:00,CUST11375,Sahil Chatterjee,Home,Kolkata,West Bengal,Adidas,Bedsheets,Free Size,Black,1,4479,50,2239.5,0,403.11,2642.61,1446,793.5,Net Banking,Processing,2025-03-09 00:00:00,App
MYN100346,ORD20250346,2025-05-15 00:00:00,CUST39320,Manav Mehta,Men,Indore,Madhya Pradesh,Maybelline,Jeans,XL,Yellow,3,5884,0,5884,0,3177.36,20829.36,9828.7,7823.3,Net Banking,Delivered,2025-05-18 00:00:00,Website
MYN100347,ORD20250347,2025-01-28 00:00:00,CUST71497,Abhishek Iyer,Women,Mumbai,Maharashtra,Maybelline,Handbags,XS,Pink,1,4030,10,3627,0,652.86,4279.86,2054.52,1572.48,Debit Card,Delivered,2025-01-30 00:00:00,App
MYN100348,ORD20250348,2025-12-21 00:00:00,CUST55201,Arjun Tripathi,Men,Lucknow,Uttar Pradesh,Maybelline,Watches,L,Grey,3,1976,5,1877.2,0,1013.69,6645.29,3362.57,2269.03,Net Banking,Delivered,2025-12-23 00:00:00,Mobile Web
MYN100349,ORD20250349,2025-08-09 00:00:00,CUST66344,Shreya Naik,Beauty,Mumbai,Maharashtra,Nike,Moisturizer,M,Yellow,2,4902,5,4656.9,0,1676.48,10990.28,7362.35,1951.45,UPI,Processing,2025-08-13 00:00:00,Website
MYN100350,ORD20250350,2025-01-21 00:00:00,CUST16191,Muskan Yadav,Men,Indore,Madhya Pradesh,Allen Solly,Shirts,Free Size,Yellow,1,1761,15,1496.85,0,269.43,1766.28,1047.62,449.23,Cash on Delivery,Delivered,2025-01-24 00:00:00,Website
MYN100351,ORD20250351,2025-05-17 00:00:00,CUST83870,Meera Iyer,Women,Ahmedabad,Gujarat,Maybelline,Tops,XS,Red,3,777,0,777,0,419.58,2750.58,1825.5,505.5,Net Banking,Returned,2025-05-20 00:00:00,Mobile Web
MYN100352,ORD20250352,2025-07-08 00:00:00,CUST55246,Yash Chauhan,Kids,Pune,Maharashtra,HRX,Kids Shoes,XXL,Green,2,3975,40,2385,0,858.6,5628.6,3571.29,1198.71,Debit Card,Cancelled,2025-07-10 00:00:00,Mobile Web
MYN100353,ORD20250353,2025-03-14 00:00:00,CUST42567,Meera Kulkarni,Home,Delhi,Delhi,Maybelline,Cushion Covers,Free Size,Grey,1,4770,15,4054.5,0,729.81,4784.31,2491.68,1562.82,Net Banking,Delivered,2025-03-19 00:00:00,Mobile Web
MYN100354,ORD20250354,2025-07-02 00:00:00,CUST13084,Dev Mehta,Women,Bengaluru,Karnataka,Mast & Harbour,Sarees,Free Size,Beige,3,4385,5,4165.75,0,2249.5,14746.75,10131.8,2365.45,Wallet,Delivered,2025-07-04 00:00:00,Mobile Web
